File Name,Severity Level,Message
src/calibre/gui2/convert/bulk.py,1,"Try, Except, Pass detected."
src/calibre/gui2/convert/__init__.py,1,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
src/calibre/gui2/convert/__init__.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/amazon_es_plugin.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/smashwords_plugin.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/gui2/store/stores/litres_plugin.py,1,"Try, Except, Pass detected."
src/calibre/gui2/store/stores/litres_plugin.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/gui2/store/stores/amazon_it_plugin.py,1,"Try, Except, Pass detected."
src/calibre/gui2/tag_browser/view.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/quickview.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/quickview.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/template_dialog.py,1,"Try, Except, Pass detected."
src/calibre/gui2/dialogs/template_dialog.py,1,"Try, Except, Pass detected."
src/calibre/gui2/preferences/main.py,1,"Try, Except, Pass detected."
src/calibre/gui2/preferences/main.py,1,"Try, Except, Pass detected."
src/calibre/gui2/preferences/plugins.py,1,"Try, Except, Continue detected."
src/calibre/gui2/preferences/metadata_sources.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/convert.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/choose_library.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/edit_metadata.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/edit_metadata.py,1,"Try, Except, Pass detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Continue detected."
src/calibre/gui2/actions/__init__.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Continue detected."
src/calibre/db/backend.py,1,"Try, Except, Continue detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/backend.py,1,"Try, Except, Continue detected."
src/calibre/db/backend.py,1,"Try, Except, Pass detected."
src/calibre/db/cache.py,1,"Try, Except, Pass detected."
src/calibre/db/cache.py,1,Standard pseudo-random generators are not suitable for security/cryptographic purposes.
src/calibre/db/cache.py,1,"Try, Except, Pass detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/cache.py,1,"Try, Except, Continue detected."
src/calibre/db/fts/text.py,1,Consider possible security implications associated with the subprocess module.
imgsrc/generate.py,1,Consider possible security implications associated with the subprocess module.
imgsrc/generate.py,1,subprocess call - check for execution of untrusted input.
imgsrc/generate.py,1,Starting a process with a partial executable path
imgsrc/generate.py,1,subprocess call - check for execution of untrusted input.
